cik,company,form,date,filing_index_url
1965979,TVC XXXVI a series of The Venture Collective Holdings LLC,D,2024-10-08,https://www.sec.gov/Archives/edgar/data/1965979/000196597924000001/primary_doc.xml
1966268,TIMBERLANE ACQUISITION FUND LLC,D/A,2024-12-06,https://www.sec.gov/Archives/edgar/data/1966268/000196626824000001/primary_doc.xml
1967192,"Equitybee 22-56893, a Series of Equitybee cFund Master LLC",D/A,2024-12-30,https://www.sec.gov/Archives/edgar/data/1967192/000196719224000013/primary_doc.xml
1967310,"Equitybee 22-15061, a Series of Equitybee cFund Master LLC",D/A,2024-10-07,https://www.sec.gov/Archives/edgar/data/1967310/000204014324000002/primary_doc.xml
1967403,ARK Digital Asset Revolutions Cayman Fund LLC,D,2024-10-30,https://www.sec.gov/Archives/edgar/data/1967403/000196758124000004/primary_doc.xml
1967474,"Hamilton Zanze Real Estate Fund XII, LLC",D/A,2024-10-16,https://www.sec.gov/Archives/edgar/data/1967474/000196747424000001/primary_doc.xml
1967581,ARK Digital Asset Revolutions U.S. Fund LLC,D,2024-10-30,https://www.sec.gov/Archives/edgar/data/1967581/000196758124000003/primary_doc.xml
1968226,"Crown Capital Fund, LLC",D/A,2024-11-01,https://www.sec.gov/Archives/edgar/data/1968226/000196822624000002/primary_doc.xml
1968250,"Bridgepoint Private Credit Fund, LLC",D/A,2024-11-22,https://www.sec.gov/Archives/edgar/data/1968250/000196825024000001/primary_doc.xml
1968321,"Partners Title, LLC/IN/",D,2024-12-11,https://www.sec.gov/Archives/edgar/data/1968321/000196832124000001/primary_doc.xml
1969797,Gaingels Healthcare I LLC,D/A,2024-12-20,https://www.sec.gov/Archives/edgar/data/1969797/000196979724000002/primary_doc.xml
1970213,Golden Seeds Egal Pads LLC,D/A,2024-12-03,https://www.sec.gov/Archives/edgar/data/1970213/000197021324000002/primary_doc.xml
1970363,Innovation Ventures Fund I LLC,D/A,2024-11-13,https://www.sec.gov/Archives/edgar/data/1970363/000197036324000001/primary_doc.xml
1970363,Innovation Ventures Fund I LLC,D/A,2024-11-14,https://www.sec.gov/Archives/edgar/data/1970363/000197036324000002/primary_doc.xml
1970605,"UC Dispatch Goods, LLC",D,2024-11-26,https://www.sec.gov/Archives/edgar/data/1970605/000197060524000002/primary_doc.xml
1971074,JLC INCOME FUND LLC,D/A,2024-10-24,https://www.sec.gov/Archives/edgar/data/1971074/000197107424000001/primary_doc.xml
1971381,Apollo Infrastructure Co LLC,D/A,2024-10-31,https://www.sec.gov/Archives/edgar/data/1971381/000197138124000001/primary_doc.xml
1971442,MVP Opportunity Fund VI LLC Series 23D,D/A,2024-11-18,https://www.sec.gov/Archives/edgar/data/1971442/000197144224000001/primary_doc.xml
1971732,"Altera Value Add RE, LLC",D/A,2024-12-16,https://www.sec.gov/Archives/edgar/data/1971732/000197173224000002/primary_doc.xml
1971734,"Altera Private Credit 3 PA, LLC",D/A,2024-12-23,https://www.sec.gov/Archives/edgar/data/1971734/000197173424000003/primary_doc.xml
1971834,Apalachee Self Storage LLC,D/A,2024-10-15,https://www.sec.gov/Archives/edgar/data/1971834/000197183424000001/primary_doc.xml
1971896,"Altera Titan Fund, LLC",D/A,2024-10-03,https://www.sec.gov/Archives/edgar/data/1971896/000197189624000003/primary_doc.xml
1972343,"Northtown Fund, LLC",D/A,2024-10-10,https://www.sec.gov/Archives/edgar/data/1972343/000197234324000001/primary_doc.xml
1972343,"Northtown Fund, LLC",D/A,2024-10-15,https://www.sec.gov/Archives/edgar/data/1972343/000197234324000002/primary_doc.xml
1973158,CC8 INVESTORS LLC,D,2024-10-30,https://www.sec.gov/Archives/edgar/data/1973158/000197315824000001/primary_doc.xml
1973211,"Equitybee 22-81176, a Series of Equitybee cFund Master LLC",D/A,2024-11-04,https://www.sec.gov/Archives/edgar/data/1973211/000201854024000004/primary_doc.xml
1973523,Orange Holding Co LLC,D,2024-11-12,https://www.sec.gov/Archives/edgar/data/1973523/000197352324000001/primary_doc.xml
1973523,Orange Holding Co LLC,D,2024-12-26,https://www.sec.gov/Archives/edgar/data/1973523/000194324024000002/primary_doc.xml
1973677,"Ardan Investment Co. VII, LLC",D,2024-11-01,https://www.sec.gov/Archives/edgar/data/1973677/000197367724000001/primary_doc.xml
1973775,Allium Management Holdco LLC,D,2024-11-18,https://www.sec.gov/Archives/edgar/data/1973775/000197377524000001/primary_doc.xml
1974042,"Three Bears Investco, LLC",D/A,2024-10-08,https://www.sec.gov/Archives/edgar/data/1974042/000197404224000002/primary_doc.xml
1974175,"GCDP II REIT Feeder, LLC",D/A,2024-10-31,https://www.sec.gov/Archives/edgar/data/1974175/000197417524000010/primary_doc.xml
1974175,"GCDP II REIT Feeder, LLC",D/A,2024-11-15,https://www.sec.gov/Archives/edgar/data/1974175/000197417524000011/primary_doc.xml
1974175,"GCDP II REIT Feeder, LLC",D/A,2024-12-02,https://www.sec.gov/Archives/edgar/data/1974175/000197417524000012/primary_doc.xml
1974237,"EPQ LLC, Altimeter VII Series",D/A,2024-11-26,https://www.sec.gov/Archives/edgar/data/1974237/000197423724000001/primary_doc.xml
1974612,Planck Holdings LLC - Series 2023I,D,2024-11-01,https://www.sec.gov/Archives/edgar/data/1974612/000197461224000001/primary_doc.xml
1974618,Planck Holdings LLC - Series 2023T,D,2024-11-01,https://www.sec.gov/Archives/edgar/data/1974618/000197461824000001/primary_doc.xml
1974737,"St. Jerome Apartments, LLC",D,2024-10-10,https://www.sec.gov/Archives/edgar/data/1974737/000199828524000002/primary_doc.xml
1975177,"SKAI Automotive Solutions, LLC",D,2024-11-07,https://www.sec.gov/Archives/edgar/data/1975177/000197517724000001/primary_doc.xml
1975197,MV VC FUND XL LLC,D,2024-10-09,https://www.sec.gov/Archives/edgar/data/1975197/000197519724000001/primary_doc.xml
1975199,MV VC FUND XLII LLC,D,2024-11-27,https://www.sec.gov/Archives/edgar/data/1975199/000197519924000001/primary_doc.xml
1975202,MV VC FUND XLI LLC,D,2024-11-26,https://www.sec.gov/Archives/edgar/data/1975202/000197520224000001/primary_doc.xml
1975428,"Acretrader 246, LLC",D/A,2024-11-04,https://www.sec.gov/Archives/edgar/data/1975428/000197542824000002/primary_doc.xml
1975428,"Acretrader 246, LLC",D,2024-10-28,https://www.sec.gov/Archives/edgar/data/1975428/000197542824000001/primary_doc.xml
1975722,"Cameron High Grove, LLC",D,2024-12-09,https://www.sec.gov/Archives/edgar/data/1975722/000197572224000002/primary_doc.xml
1976335,"Multi-Manager Solutions U.S. Large Cap Private Fund, LLC",D/A,2024-10-03,https://www.sec.gov/Archives/edgar/data/1976335/000092963824003397/primary_doc.xml
1976343,"Columbia Solutions Catholic Values Intermediate Bond Private Fund, LLC",D/A,2024-10-03,https://www.sec.gov/Archives/edgar/data/1976343/000092963824003394/primary_doc.xml
1976521,Private Investor Club Feeder Fund 2022-D LLC,D/A,2024-11-01,https://www.sec.gov/Archives/edgar/data/1976521/000197652124000005/primary_doc.xml
1976620,2177 Brevard LLC,D,2024-11-12,https://www.sec.gov/Archives/edgar/data/1976620/000197662024000001/primary_doc.xml
1976768,"OSP Embedded Holdings, LLC",D,2024-12-23,https://www.sec.gov/Archives/edgar/data/1976768/000095017224000470/primary_doc.xml
1976956,"SG Vector Investment, LLC",D,2024-12-31,https://www.sec.gov/Archives/edgar/data/1976956/000143774924038563/primary_doc.xml
1977006,Fairfax & Orlando Holdings LLC,D/A,2024-11-07,https://www.sec.gov/Archives/edgar/data/1977006/000197700624000001/primary_doc.xml
1977151,"ChemoMouthpiece, LLC",D,2024-11-13,https://www.sec.gov/Archives/edgar/data/1977151/000197715124000005/primary_doc.xml
1977790,Mulligan Valley Fund LLC,D/A,2024-11-15,https://www.sec.gov/Archives/edgar/data/1977790/000197779024000002/primary_doc.xml
1977939,CFM Institutional Systematic Trends Equity Capped Fund LLC,D/A,2024-10-07,https://www.sec.gov/Archives/edgar/data/1977939/000094562124000791/primary_doc.xml
1978468,"HB-WIN 2023 SonoVascular Series, a series of HB-WIN LLC",D/A,2024-12-23,https://www.sec.gov/Archives/edgar/data/1978468/000202203124000002/primary_doc.xml
1978731,"Churchill Co-Investment Partners II Access Fund, L.P.",D/A,2024-10-17,https://www.sec.gov/Archives/edgar/data/1978731/000204128624000002/primary_doc.xml
1979174,"Turbine PFC Portfolio, LLC",D/A,2024-10-15,https://www.sec.gov/Archives/edgar/data/1979174/000197917424000001/primary_doc.xml
1979554,"Octagon CLO Investment Grade Income Fund, LLC",D/A,2024-11-22,https://www.sec.gov/Archives/edgar/data/1979554/000197955424000001/primary_doc.xml
1979893,TCWA Opportunistic Private Credit Series of Fundviews Series LLC,D/A,2024-10-24,https://www.sec.gov/Archives/edgar/data/1979893/000197989324000001/primary_doc.xml
1980080,"Thompson Creek Performing Arts Opportunity Fund Series of Fundviews Series, LLC",D/A,2024-10-24,https://www.sec.gov/Archives/edgar/data/1980080/000198008024000001/primary_doc.xml
1980268,TimeCap LLC,D/A,2024-12-30,https://www.sec.gov/Archives/edgar/data/1980268/000198026824000002/primary_doc.xml
1980395,Seaport Global Specialty Lending Fund LLC,D/A,2024-10-10,https://www.sec.gov/Archives/edgar/data/1980395/000198039524000001/primary_doc.xml
1980402,"Rincon Multifamily Fund II, LLC",D,2024-12-09,https://www.sec.gov/Archives/edgar/data/1980402/000187978524000059/primary_doc.xml
1980406,MVP Opportunity Fund VI LLC Series 23F,D/A,2024-10-17,https://www.sec.gov/Archives/edgar/data/1980406/000198040624000002/primary_doc.xml
1980498,"HPA 2023 BT Investment, LLC",D,2024-10-16,https://www.sec.gov/Archives/edgar/data/1980498/000198049824000001/primary_doc.xml
1981104,"3G Fund 15, LLC",D/A,2024-11-14,https://www.sec.gov/Archives/edgar/data/1981104/000110465924119191/primary_doc.xml
1981119,SAMSHREYAH CAPITAL LLC,D/A,2024-10-16,https://www.sec.gov/Archives/edgar/data/1981119/000198111924000002/primary_doc.xml
1981898,Ace Private Fund LLC,D/A,2024-12-02,https://www.sec.gov/Archives/edgar/data/1981898/000198189824000001/primary_doc.xml
1982225,Beyond Loan 3 LLC,D/A,2024-10-25,https://www.sec.gov/Archives/edgar/data/1982225/000191874924000002/primary_doc.xml
1982600,"Balthazar Rex, LLC",D,2024-12-05,https://www.sec.gov/Archives/edgar/data/1982600/000198260024000001/primary_doc.xml
1982609,"Marzae, LLC",D,2024-11-25,https://www.sec.gov/Archives/edgar/data/1982609/000198260924000001/primary_doc.xml
1983073,Atlante Michigan Fund 1 LLC,D/A,2024-11-04,https://www.sec.gov/Archives/edgar/data/1983073/000198307324000001/primary_doc.xml
1983129,"Hotel Mankato, LLC",D/A,2024-10-22,https://www.sec.gov/Archives/edgar/data/1983129/000143774924031699/primary_doc.xml
1983312,"Font Investment Fund, LLC",D,2024-12-16,https://www.sec.gov/Archives/edgar/data/1983312/000198331224000004/primary_doc.xml
1983437,FREEDOM CRE FUND LLC,D/A,2024-12-05,https://www.sec.gov/Archives/edgar/data/1983437/000198343724000001/primary_doc.xml
1983499,TechU Opportunities LLC - Series I,D/A,2024-12-10,https://www.sec.gov/Archives/edgar/data/1983499/000198349924000002/primary_doc.xml
1983499,TechU Opportunities LLC - Series I,D,2024-11-06,https://www.sec.gov/Archives/edgar/data/1983499/000198349924000001/primary_doc.xml
1983500,TechU Opportunities LLC - Series J,D,2024-12-03,https://www.sec.gov/Archives/edgar/data/1983500/000198350024000001/primary_doc.xml
1983640,Hopkins Hern 5 LLC,D/A,2024-10-08,https://www.sec.gov/Archives/edgar/data/1983640/000181502424000007/primary_doc.xml
1983690,ILS RE CAPITAL III LLC,D/A,2024-10-21,https://www.sec.gov/Archives/edgar/data/1983690/000198369024000001/primary_doc.xml
1983795,InvestWise Collective LLC,D/A,2024-10-03,https://www.sec.gov/Archives/edgar/data/1983795/000198379524000002/primary_doc.xml
1984379,"FUNDVIEWS SERIES, LLC FVC PREFERRED I SERIES OF FUNDVIEWS SERIES LLC",D/A,2024-10-24,https://www.sec.gov/Archives/edgar/data/1984379/000198437924000001/primary_doc.xml
1984473,Riverdale REIT Holdings LLC,D,2024-12-31,https://www.sec.gov/Archives/edgar/data/1984473/000198447324000001/primary_doc.xml
1984474,"Rockstar Land Invest, LLC",D/A,2024-11-07,https://www.sec.gov/Archives/edgar/data/1984474/000198447424000001/primary_doc.xml
1984851,MVP Opportunity Fund VI LLC Series 23FQP,D/A,2024-10-30,https://www.sec.gov/Archives/edgar/data/1984851/000198485124000001/primary_doc.xml
1985051,"Glen Oaks Capital Partners I, LLC",D,2024-12-10,https://www.sec.gov/Archives/edgar/data/1985051/000198505124000001/primary_doc.xml
1985286,Lionheart Real Estate Credit Strategies II LLC,D/A,2024-10-30,https://www.sec.gov/Archives/edgar/data/1985286/000198528624000001/primary_doc.xml
1985304,"Artet Group Investors III, LLC",D/A,2024-12-12,https://www.sec.gov/Archives/edgar/data/1985304/000198530424000002/primary_doc.xml
1985497,IA BEVZ A SERIES OF IRISHANGELS 2023 LLC,D,2024-10-23,https://www.sec.gov/Archives/edgar/data/1985497/000204224724000002/primary_doc.xml
1985647,CENTAURI CAPITAL INCOME FUND LLC,D,2024-11-08,https://www.sec.gov/Archives/edgar/data/1985647/000198564724000001/primary_doc.xml
1985780,OVP-AI LLC,D,2024-11-21,https://www.sec.gov/Archives/edgar/data/1985780/000203147924000003/primary_doc.xml
1986053,"KOA MORTGAGE FUND, LLC",D/A,2024-11-15,https://www.sec.gov/Archives/edgar/data/1986053/000198605324000001/primary_doc.xml
1986161,"EM Notes, LLC",D/A,2024-10-17,https://www.sec.gov/Archives/edgar/data/1986161/000198616124000001/primary_doc.xml
1986811,Sociate Element Capital LLC,D/A,2024-10-28,https://www.sec.gov/Archives/edgar/data/1986811/000198681124000001/primary_doc.xml
1987328,SPRING HILL OPPORTUNITY FUND LLC,D/A,2024-12-18,https://www.sec.gov/Archives/edgar/data/1987328/000198732824000001/primary_doc.xml
1987559,PR Fund LLC,D/A,2024-12-02,https://www.sec.gov/Archives/edgar/data/1987559/000198755924000001/primary_doc.xml
1987595,"Galliard Intermediate Aggregate Fund, LLC",D/A,2024-12-19,https://www.sec.gov/Archives/edgar/data/1987595/000089843224001033/primary_doc.xml
1987665,"Galliard Short Core Fund, LLC",D/A,2024-12-19,https://www.sec.gov/Archives/edgar/data/1987665/000089843224001034/primary_doc.xml
1987883,"Galliard Broad Market Core Fund, LLC",D/A,2024-12-19,https://www.sec.gov/Archives/edgar/data/1987883/000089843224001032/primary_doc.xml
1988258,DVI QP LLC SERIES AS,D,2024-10-08,https://www.sec.gov/Archives/edgar/data/1988258/000198825824000001/primary_doc.xml
1988576,True Collective LLC,D/A,2024-11-05,https://www.sec.gov/Archives/edgar/data/1988576/000198857624000004/primary_doc.xml
1988761,Cashflow Hacking Fund LLC,D/A,2024-10-24,https://www.sec.gov/Archives/edgar/data/1988761/000198876124000001/primary_doc.xml
1989021,"Equitybee 22-68935, a Series of Equitybee cFund Master LLC",D/A,2024-12-03,https://www.sec.gov/Archives/edgar/data/1989021/000204139224000004/primary_doc.xml
1989358,ASHEVILLE LODGING - A SERIES OF CCP EQUITY HOLDINGS LLC,D,2024-11-18,https://www.sec.gov/Archives/edgar/data/1989358/000201632624000002/primary_doc.xml
1989684,Tri-Land Grocery Plus LLC,D/A,2024-11-19,https://www.sec.gov/Archives/edgar/data/1989684/000198968424000001/primary_doc.xml
1989684,Tri-Land Grocery Plus LLC,D/A,2024-11-20,https://www.sec.gov/Archives/edgar/data/1989684/000198968424000002/primary_doc.xml
1989962,"Public Produce, LLC",D,2024-10-31,https://www.sec.gov/Archives/edgar/data/1989962/000198996224000001/primary_doc.xml
1990073,MVP Opportunity Fund VI LLC Series 23G,D/A,2024-10-30,https://www.sec.gov/Archives/edgar/data/1990073/000199007324000002/primary_doc.xml
1990900,"LPCM MMXXIV Series of Liberty Park Chorus, LLC",D/A,2024-10-17,https://www.sec.gov/Archives/edgar/data/1990900/000199090024000001/primary_doc.xml
1991807,Park Shore Multi Asset Strategy Fund LLC,D/A,2024-11-07,https://www.sec.gov/Archives/edgar/data/1991807/000199180724000001/primary_doc.xml
1991814,Whitlock Opportunity Income Fund Investment Partners LLC,D/A,2024-12-27,https://www.sec.gov/Archives/edgar/data/1991814/000199181424000002/primary_doc.xml
1991882,Southview Timberland Fund LLC,D,2024-11-05,https://www.sec.gov/Archives/edgar/data/1991882/000199188224000001/primary_doc.xml
1991918,"Madison Capital Debt Opportunity, LLC",D/A,2024-12-26,https://www.sec.gov/Archives/edgar/data/1991918/000199191824000001/primary_doc.xml
1992139,"Summer Street ASC, LLC",D,2024-11-15,https://www.sec.gov/Archives/edgar/data/1992139/000199213924000001/primary_doc.xml
1992175,"Capital Protection Debt Fund HUI, LLC",D,2024-10-04,https://www.sec.gov/Archives/edgar/data/1992175/000199217524000001/primary_doc.xml
1992299,"BULLSEYE TECH FUND, LLC",D/A,2024-11-26,https://www.sec.gov/Archives/edgar/data/1992299/000199229924000003/primary_doc.xml
1992360,"National Diversified Fund 7, LLC",D/A,2024-10-15,https://www.sec.gov/Archives/edgar/data/1992360/000199236024000001/primary_doc.xml
1992382,"VALUEVEST CAPITAL, LLC",D/A,2024-12-23,https://www.sec.gov/Archives/edgar/data/1992382/000199238224000001/primary_doc.xml
1992412,Go Blue Zones LLC,D,2024-12-18,https://www.sec.gov/Archives/edgar/data/1992412/000199241224000001/primary_doc.xml
1992569,"Prime Special Risk Holding Company, LLC",D/A,2024-10-29,https://www.sec.gov/Archives/edgar/data/1992569/000199256924000002/primary_doc.xml
1992699,"Resilience Vintage Holdings, LLC",D/A,2024-11-26,https://www.sec.gov/Archives/edgar/data/1992699/000199229924000004/primary_doc.xml
1992729,Freedom Growth Fund LLC,D/A,2024-10-07,https://www.sec.gov/Archives/edgar/data/1992729/000199272924000001/primary_doc.xml
1992731,"Lostro Investors, LLC",D/A,2024-11-25,https://www.sec.gov/Archives/edgar/data/1992731/000199273124000001/primary_doc.xml
1992951,"Folk Revival, LLC",D,2024-10-15,https://www.sec.gov/Archives/edgar/data/1992951/000199295124000001/primary_doc.xml
1993061,"Clarius Global Equity Fund, LLC",D/A,2024-12-16,https://www.sec.gov/Archives/edgar/data/1993061/000199306124000001/primary_doc.xml
1993113,Hopkins Bloomington LLC,D/A,2024-10-08,https://www.sec.gov/Archives/edgar/data/1993113/000181502424000008/primary_doc.xml
1993267,"Mad Capital Perennial Fund II, LLC",D/A,2024-11-19,https://www.sec.gov/Archives/edgar/data/1993267/000199326724000002/primary_doc.xml
1993770,GS Day Zero Diagnostics LLC,D/A,2024-12-03,https://www.sec.gov/Archives/edgar/data/1993770/000199377024000001/primary_doc.xml
1993793,"Revise Capital Fund, LLC",D/A,2024-12-18,https://www.sec.gov/Archives/edgar/data/1993793/000199379324000001/primary_doc.xml
1993887,UNITY GROWTH SERIES FUND LLC - FUND 002,D/A,2024-12-19,https://www.sec.gov/Archives/edgar/data/1993887/000199388724000002/primary_doc.xml
1994129,Stumptown Capital Fund LLC,D/A,2024-11-15,https://www.sec.gov/Archives/edgar/data/1994129/000199412924000001/primary_doc.xml
1994134,"CoastEdge Private Credit, LLC",D/A,2024-10-02,https://www.sec.gov/Archives/edgar/data/1994134/000199413424000001/primary_doc.xml
1994177,Adamantium Capital LLC,D/A,2024-11-05,https://www.sec.gov/Archives/edgar/data/1994177/000199417724000002/primary_doc.xml
1994180,"ROOSTER EQUITY, LLC",D/A,2024-11-14,https://www.sec.gov/Archives/edgar/data/1994180/000199418024000001/primary_doc.xml
1994360,Galaxy Plus Hedge Fund LLC - Watts Gwilliam Option Overlay Fund (110),D/A,2024-10-31,https://www.sec.gov/Archives/edgar/data/1994360/000199436024000001/primary_doc.xml
1994715,"FermiHDI Pre-Seed 2 - FermiHDI Shareholders Group, LLC",D/A,2024-10-23,https://www.sec.gov/Archives/edgar/data/1994715/000199471524000001/primary_doc.xml
1994751,Eight Series Fund LLC,D,2024-12-27,https://www.sec.gov/Archives/edgar/data/1994751/000199475124000002/primary_doc.xml
1994802,NEXT-LEVEL INVESTMENTS LLC,D/A,2024-10-02,https://www.sec.gov/Archives/edgar/data/1994802/000199480224000001/primary_doc.xml
1994904,HYPERION STREET CAPITAL PARTNERS LLC,D/A,2024-12-18,https://www.sec.gov/Archives/edgar/data/1994904/000199379324000002/primary_doc.xml
1994993,Halle Tree Guardians Holdings LLC,D/A,2024-10-04,https://www.sec.gov/Archives/edgar/data/1994993/000091957424005735/primary_doc.xml
1995055,"Antero Alternative Income Fund, LLC",D/A,2024-10-09,https://www.sec.gov/Archives/edgar/data/1995055/000199258524000008/primary_doc.xml
1995125,"Antero Private Credit Fund, LLC",D/A,2024-10-09,https://www.sec.gov/Archives/edgar/data/1995125/000199258524000009/primary_doc.xml
1995126,"Antero Private Equity Fund, LLC",D/A,2024-10-10,https://www.sec.gov/Archives/edgar/data/1995126/000199512624000001/primary_doc.xml
1995128,"Antero Real Assets Fund, LLC",D/A,2024-10-10,https://www.sec.gov/Archives/edgar/data/1995128/000199512624000002/primary_doc.xml
1995170,"Platinum Equity Small Cap Fund II, L.P.",D/A,2024-12-30,https://www.sec.gov/Archives/edgar/data/1995170/000199517024000001/primary_doc.xml
1995555,"Endeavor Resources,LLC",D,2024-11-06,https://www.sec.gov/Archives/edgar/data/1995555/000199555524000006/primary_doc.xml
1995555,"Endeavor Resources,LLC",D,2024-11-07,https://www.sec.gov/Archives/edgar/data/1995555/000199555524000007/primary_doc.xml
1995607,G7B Investors LLC,D/A,2024-10-29,https://www.sec.gov/Archives/edgar/data/1995607/000199560724000001/primary_doc.xml
1995854,"Portfolia 2023 SPV 1, LLC",D/A,2024-10-10,https://www.sec.gov/Archives/edgar/data/1995854/000199585424000001/primary_doc.xml
1995891,"Portfolia 2023 SPV 2, LLC",D/A,2024-10-10,https://www.sec.gov/Archives/edgar/data/1995891/000199589124000001/primary_doc.xml
1995948,"Caliber Core Plus Growth & Income Fund REIT, LLC",D/A,2024-10-03,https://www.sec.gov/Archives/edgar/data/1995948/000199594824000001/primary_doc.xml
1996002,"FirstChoice Capital Partners, LLC",D,2024-12-02,https://www.sec.gov/Archives/edgar/data/1996002/000199603024000003/primary_doc.xml
1996002,"FirstChoice Capital Partners, LLC",D,2024-12-09,https://www.sec.gov/Archives/edgar/data/1996002/000199600224000002/primary_doc.xml
1996019,PIMCO Private Income Fund Onshore Feeder III LLC,D/A,2024-12-04,https://www.sec.gov/Archives/edgar/data/1996019/000199601924000001/primary_doc.xml
1996030,"FirstChoice Capital Partners Fund I, LLC",D,2024-11-15,https://www.sec.gov/Archives/edgar/data/1996030/000180935224000006/primary_doc.xml
1996030,"FirstChoice Capital Partners Fund I, LLC",D,2024-12-03,https://www.sec.gov/Archives/edgar/data/1996030/000199603024000004/primary_doc.xml
1996057,"Independent Access Partners Global Farmland Fund, LLC",D/A,2024-10-03,https://www.sec.gov/Archives/edgar/data/1996057/000113743924001412/primary_doc.xml
1996193,ORIGIN DEBT FACILITY - A SERIES OF CCP EQUITY HOLDINGS LLC,D,2024-11-14,https://www.sec.gov/Archives/edgar/data/1996193/000199619324000001/primary_doc.xml
1996200,"Meili Holdings, LLC",D,2024-10-18,https://www.sec.gov/Archives/edgar/data/1996200/000199620024000001/primary_doc.xml
1996205,"Spectra Velocity PR Feeder I, LLC",D/A,2024-10-17,https://www.sec.gov/Archives/edgar/data/1996205/000199620524000002/primary_doc.xml
1996215,"Cameron Net Lease Fund III, LLC",D/A,2024-11-05,https://www.sec.gov/Archives/edgar/data/1996215/000199621524000001/primary_doc.xml
1996278,CCA Longevity Fund V (US) LLC,D/A,2024-10-11,https://www.sec.gov/Archives/edgar/data/1996278/000199627824000001/primary_doc.xml
1996334,Hopkins Lakeport LLC,D/A,2024-10-08,https://www.sec.gov/Archives/edgar/data/1996334/000181502424000009/primary_doc.xml
1996359,"Development & Growth Financial Group, LLC",D,2024-11-05,https://www.sec.gov/Archives/edgar/data/1996359/000199635924000001/primary_doc.xml
1996589,DCP HVAC LLC,D/A,2024-10-11,https://www.sec.gov/Archives/edgar/data/1996589/000095012324009645/primary_doc.xml
1996605,"SIX FOUR HOSPITALITY FUND I, LLC",D/A,2024-10-09,https://www.sec.gov/Archives/edgar/data/1996605/000199660524000001/primary_doc.xml
1996710,"DUNN Balanced Fund, LLC",D/A,2024-10-21,https://www.sec.gov/Archives/edgar/data/1996710/000131586324000771/primary_doc.xml
1996794,"TRAM Services Holdings, LLC",D,2024-10-21,https://www.sec.gov/Archives/edgar/data/1996794/000199679424000001/primary_doc.xml
1996891,10Y Rise 1 LLC,D/A,2024-10-17,https://www.sec.gov/Archives/edgar/data/1996891/000199689124000001/primary_doc.xml
1997452,"Hive Science, LLC",D/A,2024-10-16,https://www.sec.gov/Archives/edgar/data/1997452/000143774924031323/primary_doc.xml
1997452,"Hive Science, LLC",D,2024-12-09,https://www.sec.gov/Archives/edgar/data/1997452/000143774924036938/primary_doc.xml
1997548,BluEvo LLC,D/A,2024-10-18,https://www.sec.gov/Archives/edgar/data/1997548/000195077024000002/primary_doc.xml
1997677,"PROOF DPI3, LLC",D,2024-11-14,https://www.sec.gov/Archives/edgar/data/1997677/000199767724000001/primary_doc.xml
1997787,"GoodPeak Holdings, LLC",D/A,2024-10-30,https://www.sec.gov/Archives/edgar/data/1997787/000199778724000001/primary_doc.xml
1997929,Blue Owl Strategic Equity HoldCo LLC,D/A,2024-12-27,https://www.sec.gov/Archives/edgar/data/1997929/000199792924000001/primary_doc.xml
1997976,Amongst Elite Capital Fund LLC,D/A,2024-10-17,https://www.sec.gov/Archives/edgar/data/1997976/000199797624000001/primary_doc.xml
1997991,Hedge Fund Select: VKG Global Equities LLC,D/A,2024-11-07,https://www.sec.gov/Archives/edgar/data/1997991/000204273924000001/primary_doc.xml
1998174,"Golden Bay Investment Fund II, LLC Series 1",D/A,2024-10-30,https://www.sec.gov/Archives/edgar/data/1998174/000093583624000645/primary_doc.xml
1998191,"Racho, LLC",D/A,2024-11-12,https://www.sec.gov/Archives/edgar/data/1998191/000199819124000001/primary_doc.xml
1998221,"Contractual Holdco Management, LLC",D/A,2024-10-23,https://www.sec.gov/Archives/edgar/data/1998221/000199822124000002/primary_doc.xml
1998285,"Cardinal Holdings, LLC",D,2024-10-10,https://www.sec.gov/Archives/edgar/data/1998285/000199828524000001/primary_doc.xml
1998382,"Apoggi Fund, LLC",D/A,2024-12-02,https://www.sec.gov/Archives/edgar/data/1998382/000199838224000001/primary_doc.xml
1998429,"CCA Longevity Fund V (US II), LLC",D/A,2024-10-15,https://www.sec.gov/Archives/edgar/data/1998429/000199842924000001/primary_doc.xml
1998469,"3G Langtry Fund, LLC",D/A,2024-11-06,https://www.sec.gov/Archives/edgar/data/1998469/000110465924114427/primary_doc.xml
1998620,"Discerning Capital PB SPV, LLC",D/A,2024-10-18,https://www.sec.gov/Archives/edgar/data/1998620/000199862024000002/primary_doc.xml
1998745,Fund I a Series of Manas Ecosystem Fund LLC,D/A,2024-10-30,https://www.sec.gov/Archives/edgar/data/1998745/000199874524000001/primary_doc.xml
1998779,WVP Emerging Manager Onshore Fund LLC - C/M Capital Series,D/A,2024-10-25,https://www.sec.gov/Archives/edgar/data/1998779/000101359424000845/primary_doc.xml
1998785,Lakeview Opportunity Fund LLC,D/A,2024-11-01,https://www.sec.gov/Archives/edgar/data/1998785/000199878524000001/primary_doc.xml
1998844,"Private Credit Secondaries 23 US Note Issuer, L.L.C.",D/A,2024-11-13,https://www.sec.gov/Archives/edgar/data/1998844/000199884424000001/primary_doc.xml
1999188,Buji Brown Butter. LLC,D/A,2024-12-31,https://www.sec.gov/Archives/edgar/data/1999188/000199918824000001/primary_doc.xml
